scenario,base_controller,seed,A_completion_cycle,B_completion_cycle,A_emergency_travel_time_s,B_emergency_travel_time_s,diff_emergency_travel_time_s,A_emergency_delay_s,B_emergency_delay_s,diff_emergency_delay_s,A_signal_stops,B_signal_stops,diff_signal_stops,during_total_waiting_time_A,during_total_waiting_time_B,during_total_waiting_time_diff,during_total_waiting_time_pct,during_waiting_per_admitted_A,during_waiting_per_admitted_B,during_waiting_per_admitted_diff,during_waiting_per_admitted_pct,during_average_queue_length_A,during_average_queue_length_B,during_average_queue_length_diff,during_average_queue_length_pct,during_max_queue_length_A,during_max_queue_length_B,during_max_queue_length_diff,during_max_queue_length_pct,during_throughput_per_hour_A,during_throughput_per_hour_B,during_throughput_per_hour_diff,during_throughput_per_hour_pct,during_vehicles_entered_A,during_vehicles_entered_B,during_vehicles_entered_diff,during_vehicles_entered_pct,during_vehicles_rejected_A,during_vehicles_rejected_B,during_vehicles_rejected_diff,during_vehicles_rejected_pct,during_vehicles_exited_A,during_vehicles_exited_B,during_vehicles_exited_diff,during_vehicles_exited_pct,during_total_blocked_A,during_total_blocked_B,during_total_blocked_diff,during_total_blocked_pct,during_final_queue_total_A,during_final_queue_total_B,during_final_queue_total_diff,during_final_queue_total_pct,post_total_waiting_time_A,post_total_waiting_time_B,post_total_waiting_time_diff,post_total_waiting_time_pct,post_waiting_per_admitted_A,post_waiting_per_admitted_B,post_waiting_per_admitted_diff,post_waiting_per_admitted_pct,post_average_queue_length_A,post_average_queue_length_B,post_average_queue_length_diff,post_average_queue_length_pct,post_max_queue_length_A,post_max_queue_length_B,post_max_queue_length_diff,post_max_queue_length_pct,post_throughput_per_hour_A,post_throughput_per_hour_B,post_throughput_per_hour_diff,post_throughput_per_hour_pct,post_vehicles_entered_A,post_vehicles_entered_B,post_vehicles_entered_diff,post_vehicles_entered_pct,post_vehicles_rejected_A,post_vehicles_rejected_B,post_vehicles_rejected_diff,post_vehicles_rejected_pct,post_vehicles_exited_A,post_vehicles_exited_B,post_vehicles_exited_diff,post_vehicles_exited_pct,post_total_blocked_A,post_total_blocked_B,post_total_blocked_diff,post_total_blocked_pct,post_final_queue_total_A,post_final_queue_total_B,post_final_queue_total_diff,post_final_queue_total_pct,total_total_waiting_time_A,total_total_waiting_time_B,total_total_waiting_time_diff,total_total_waiting_time_pct,total_waiting_per_admitted_A,total_waiting_per_admitted_B,total_waiting_per_admitted_diff,total_waiting_per_admitted_pct,total_average_queue_length_A,total_average_queue_length_B,total_average_queue_length_diff,total_average_queue_length_pct,total_max_queue_length_A,total_max_queue_length_B,total_max_queue_length_diff,total_max_queue_length_pct,total_throughput_per_hour_A,total_throughput_per_hour_B,total_throughput_per_hour_diff,total_throughput_per_hour_pct,total_vehicles_entered_A,total_vehicles_entered_B,total_vehicles_entered_diff,total_vehicles_entered_pct,total_vehicles_rejected_A,total_vehicles_rejected_B,total_vehicles_rejected_diff,total_vehicles_rejected_pct,total_vehicles_exited_A,total_vehicles_exited_B,total_vehicles_exited_diff,total_vehicles_exited_pct,total_total_blocked_A,total_total_blocked_B,total_total_blocked_diff,total_total_blocked_pct,total_final_queue_total_A,total_final_queue_total_B,total_final_queue_total_diff,total_final_queue_total_pct
balanced_medium,fixed,0,43,42,207.65847191660305,142.0,-65.65847191660305,117.65847191660305,52.0,-65.65847191660305,3,3,0,35672.06934800325,36765.29382013618,1093.2244721329334,3.0646511181278773,72.38265137899371,74.60092711381066,2.2182757348169417,3.0646511181278875,6.193067595139453,6.38286351044031,0.1897959153008566,3.064651118127879,14.665035986465558,17.384754774427947,2.719718787962389,18.545599141198373,7391.531433677204,7355.760112060786,-35.77132161641839,-0.48395007093438763,492.82623209289756,492.82623209289756,0.0,0.0,0.0,0.0,0.0,,492.76876224514695,490.38400747071904,-2.384754774427904,-0.48395007093438996,0.0,0.0,0.0,,0.0,0.0,0.0,,395013.24993592047,395163.9430567287,150.6931208082242,0.03814887749529157,71.94989636854167,71.9773444463653,0.02744807782362102,0.03814887749528715,5.963364280433582,5.965639236967522,0.0022749565339408306,0.03814887749529573,14.995891197681933,14.995891197681933,0.0,0.0,7156.147616541276,7159.258166247052,3.110549705776066,0.04346681863557565,5490.115620355922,5490.115620355922,0.0,0.0,0.0,0.0,0.0,,5486.379839348312,5488.76459412274,2.3847547744280746,0.04346681863557122,0.0,0.0,0.0,,0.0,0.0,0.0,,518274.58210520237,519518.4996981435,1243.917592941143,0.24001130595454234,71.92973345445678,72.10237294709044,0.17263949263366385,0.24001130595454342,5.998548403995398,6.012945598358143,0.014397194362745225,0.24001130595455092,14.995891197681933,17.384754774427947,2.3888635767460134,15.93012075944699,7196.550528057851,7196.550528057851,0.0,0.0,7205.289901892303,7205.289901892303,0.0,0.0,0.0,0.0,0.0,,7196.550528057851,7196.550528057851,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
balanced_medium,fixed,1,43,42,207.61027321397296,142.0,-65.61027321397296,117.61027321397296,52.0,-65.61027321397296,3,3,0,34105.037632354135,35610.267163069126,1505.2295307149907,4.413510833622531,72.14558186665205,75.32973493831675,3.1841530716646957,4.413510833622524,5.921013477839259,6.1823380491439455,0.26132457130468634,4.413510833622539,14.872178256277362,20.496078049119966,5.623899792842604,37.81490307560579,7150.464281769324,7084.22096442923,-66.24331734009411,-0.9264198061793932,472.72524179500107,472.72524179500107,0.0,0.0,0.0,0.0,0.0,,476.69761878462157,472.2813976286153,-4.416221156006259,-0.9264198061793901,0.0,0.0,0.0,,0.0,3.6827748204528064,3.6827748204528064,,393196.3520648931,393347.3265809072,150.97451601410285,0.03839672347448077,71.76323345767337,71.79078818798045,0.027554730307087993,0.0383967234744795,5.93593526668015,5.938214471330121,0.0022792046499713337,0.03839672347448033,14.988512358785085,14.988512358785085,0.0,0.0,7136.6136046334805,7142.373893097836,5.760288464355654,0.08071459074953644,5479.077977956555,5479.077977956555,0.0,0.0,0.0,0.0,0.0,,5471.4037635523355,5475.8199847083415,4.416221156006031,0.08071459074953698,0.0,0.0,0.0,,0.0,0.0,0.0,,513624.5429217737,515280.74696850276,1656.204046729079,0.32245422644870053,71.85600795672849,72.08771069134227,0.23170273461377633,0.32245422644868765,5.944728506039048,5.963897534357671,0.01916902831862366,0.32245422644870153,14.988512358785085,20.496078049119966,5.50756569033488,36.74524568214923,7152.62587862233,7152.62587862233,0.0,0.0,7147.969356035993,7147.969356035993,0.0,0.0,0.0,0.0,0.0,,7152.62587862233,7152.62587862233,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
balanced_medium,fixed,2,43,42,209.14334248736486,140.825319354572,-68.31802313279286,119.14334248736486,50.825319354572,-68.31802313279286,3,3,0,35071.704662596094,36618.05810995671,1546.3534473606196,4.409119722685743,71.03709687381165,74.16920752249825,3.1321106486866057,4.409119722685741,6.088837615034044,6.357301755200818,0.268464140166774,4.409119722685739,14.770978374351081,16.07293449958121,1.3019561252301273,8.814284959558915,7263.853845079392,7251.2707203674645,-12.583124711927667,-0.17322932124318008,493.70971233377554,493.70971233377554,0.0,0.0,0.0,0.0,0.0,,484.2569230052928,483.41804802449764,-0.8388749807951399,-0.17322932124317222,0.0,0.0,0.0,,0.0,0.7770337179390836,0.7770337179390836,,392432.5636802207,392545.04947913595,112.48579891526606,0.0286637270516946,72.19772417066432,72.21841872925813,0.02069455859381719,0.028663727051698246,5.924404644930868,5.926102800107729,0.0016981551768608938,0.028663727051694485,14.97325629672579,15.471853346967787,0.4985970502419974,3.3299172896080456,7115.566458364904,7116.660643122462,1.0941847575577412,0.015377338739791288,5435.5254017781845,5435.5254017781845,0.0,0.0,0.0,0.0,0.0,,5455.26761807976,5456.106493060554,0.8388749807945715,0.015377338739796844,0.0,0.0,0.0,,0.0,0.0,0.0,,514351.10888329695,516009.9481295728,1658.8392462758347,0.32251106639535115,72.03794439094771,72.27027473361225,0.23233034266453956,0.32251106639535676,5.953137834297419,5.972337362610796,0.019199528313377456,0.32251106639534677,14.97325629672579,16.07293449958121,1.0996782028554186,7.344282239367571,7143.469411358988,7143.469411358988,0.0,0.0,7140.002581027705,7140.002581027705,0.0,0.0,0.0,0.0,0.0,,7143.469411358988,7143.469411358988,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
balanced_medium,fixed,3,43,42,204.17050978995167,140.47830151836342,-63.69220827158824,114.17050978995167,50.47830151836342,-63.69220827158824,4,3,-1,33649.884731947255,35158.01379518058,1508.1290632333257,4.481825347239616,72.18093561778778,75.41595908618051,3.2350234683927255,4.481825347239623,5.841993877074176,6.103821839441073,0.26182796236689665,4.481825347239613,14.971873887516715,22.334737402140124,7.36286351462341,49.177969103536434,7072.3124825482655,6962.291421516164,-110.0210610321019,-1.5556589348051484,466.18798224132195,466.18798224132195,0.0,0.0,0.0,0.0,0.0,,471.487498836551,464.1527614344109,-7.334737402140149,-1.5556589348051533,0.0,0.0,0.0,,0.0,5.623192315903214,5.623192315903214,,400024.29366470454,400513.4339714342,489.1403067296487,0.12227765025182198,72.1753387323964,72.26359304065967,0.08825430826327363,0.1222776502518305,6.039014095179718,6.04639845971368,0.007384364533962184,0.12227765025182359,14.971873887516715,15.0,0.028126112483285226,0.18785966736425883,7242.671063389345,7252.238112174745,9.567048785399493,0.13209282461769584,5542.39579183507,5542.39579183507,0.0,0.0,0.0,0.0,0.0,,5552.714481931832,5560.049219333971,7.334737402139581,0.13209282461769525,0.0,0.0,0.0,,0.0,0.0,0.0,,518867.1623206496,520864.43169061263,1997.2693699630327,0.38492884402824473,72.06180478558746,72.3391914577345,0.2773866721470455,0.3849288440282355,6.005406971303815,6.028523514937646,0.0231165436338312,0.38492884402824146,14.997369102161212,22.334737402140124,7.3373682999789125,48.92436966775428,7203.639257220267,7203.639257220267,0.0,0.0,7200.3076229423605,7200.3076229423605,0.0,0.0,0.0,0.0,0.0,,7203.639257220267,7203.639257220267,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
balanced_medium,fixed,4,43,42,207.87625853388727,142.0,-65.87625853388727,117.87625853388727,52.0,-65.87625853388727,4,3,-1,36058.87749050023,38182.207832448126,2123.330341947898,5.888509265179685,71.9006927299423,76.13457168307333,4.2338789531310255,5.88850926517968,6.260221786545179,6.628855526466689,0.36863373992150983,5.888509265179681,14.997154842146532,21.000854503037978,6.003699660891446,40.032257612085445,7557.529493522431,7395.682498160181,-161.8469953622498,-2.1415330962448653,501.5094586909853,501.5094586909853,0.0,0.0,0.0,0.0,0.0,,503.83529956816204,493.04549987734543,-10.789799690816608,-2.141533096244856,0.0,0.0,0.0,,0.0,5.739803419119951,5.739803419119951,,401359.57707374403,401774.0284375663,414.45136382227065,0.10326185981258426,72.00980332209076,72.08416198424854,0.07435866215777764,0.10326185981258793,6.059172359205073,6.065429173272438,0.006256814067365113,0.10326185981258287,14.994636134432824,15.065231060020789,0.07059492558796521,0.4708011915397871,7283.510094682445,7297.583746453076,14.073651770630931,0.19322622729535094,5573.679673564908,5573.679673564908,0.0,0.0,0.0,0.0,0.0,,5584.024405923208,5594.814205614025,10.789799690816835,0.1932262272953471,0.0,0.0,0.0,,0.0,0.0,0.0,,523752.6538869913,526290.4355927615,2537.781705770176,0.48453820461552183,71.9483326197158,72.29694977884218,0.3486171591263769,0.48453820461552477,6.061952012580918,6.091324486027332,0.029372473446414027,0.48453820461552105,14.997154842146532,21.000854503037978,6.003699660891446,40.032257612085445,7278.718285933929,7278.718285933929,0.0,0.0,7279.566250065799,7279.566250065799,0.0,0.0,0.0,0.0,0.0,,7278.718285933929,7278.718285933929,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
balanced_medium,adaptive,0,44,43,242.0,202.0,-40.0,152.0,112.0,-40.0,4,4,0,47585.634819614716,49880.45937598638,2294.8245563716628,4.822515376900552,78.2450952973132,82.01847704969661,3.7733817523834148,4.8225153769005455,6.609115947168711,6.927841579998108,0.3187256328293975,4.82251537690055,19.100836201100925,20.13502511177953,1.0341889106786049,5.414364584828997,7357.969166290882,7291.993204382356,-65.97596190852528,-0.8966599399570936,608.1612481753693,608.1612481753693,0.0,0.0,0.0,0.0,0.0,,613.1640971909068,607.6661003651964,-5.497996825710402,-0.8966599399570875,0.0,0.0,0.0,,3.1161301576027753,17.74440741375185,14.628277256149076,469.43729935217283,407653.15288100054,407990.97833368817,337.82545268762624,0.0828708058063866,75.84554289655625,75.90839670912285,0.06285381256660116,0.08287080580638183,6.290943717299391,6.296157073050743,0.005213355751352289,0.08287080580638712,19.721806114638845,19.721806114638845,0.0,0.0,7152.894679360096,7160.225341794377,7.330662434280384,0.10248525614997858,5374.780604273451,5374.780604273451,0.0,0.0,0.0,0.0,0.0,,5364.671009520072,5370.169006345783,5.497996825710288,0.10248525614997858,0.0,0.0,0.0,,11.47693722845225,11.47693722845225,0.0,0.0,548187.2029158686,550819.852924928,2632.650009059347,0.4802465280210828,76.08121399416558,76.44659138284885,0.36537738868327096,0.4802465280210836,6.344759293007739,6.375229779223703,0.0304704862159646,0.48024652802108175,19.721806114638845,20.13502511177953,0.4132189971406852,2.0952391212991714,7187.44758047995,7187.44758047995,0.0,0.0,7205.289901892303,7205.289901892303,0.0,0.0,0.0,0.0,0.0,,7187.44758047995,7187.44758047995,0.0,0.0,0.0,0.0,0.0,,11.47693722845225,11.47693722845225,0.0,0.0
balanced_medium,adaptive,1,44,42,242.0,142.0,-100.0,152.0,52.0,-100.0,4,3,-1,46352.14620048635,47208.550907925455,856.4047074391056,1.8476052947686803,77.02445178950907,78.44755963903859,1.423107849529515,1.8476052947686752,6.437798083400882,6.556743181656313,0.11894509825543143,1.847605294768682,18.15505037573719,18.15505037573719,0.0,0.0,7096.084454901791,7167.032206705076,70.94775180328452,0.9998154933778395,601.784824475695,601.784824475695,0.0,0.0,0.0,0.0,0.0,,591.3403712418159,597.2526838920896,5.912312650273748,0.9998154933778459,0.0,0.0,0.0,,20.347202852582605,8.118885296311534,-12.22831755627107,-60.0982731870635,409386.77285097213,409522.34228815284,135.56943718070397,0.033115246063422504,76.5206290154939,76.54596901008166,0.025339994587767478,0.033115246063432954,6.3176971118977185,6.319789232841865,0.0020921209441464583,0.03311524606341921,19.859195273010943,19.83116465253671,-0.028030620474233103,-0.1411468092683861,7144.013992660731,7136.130909127033,-7.883083533697572,-0.11034529806067164,5350.018395275861,5350.018395275861,0.0,0.0,0.0,0.0,0.0,,5358.010494495548,5352.098181845275,-5.912312650273634,-0.11034529806068012,0.0,0.0,0.0,,11.673604563894676,11.673604563894676,0.0,0.0,544881.5132598132,545873.487404433,991.9741446197731,0.1820531841290007,76.22885411500769,76.36763117114911,0.13877705614142144,0.1820531841289996,6.306498996062652,6.317980178292048,0.01148118222939587,0.18205318412900623,19.859195273010943,19.83116465253671,-0.028030620474233103,-0.1411468092683861,7140.644055287131,7140.644055287131,0.0,0.0,7147.969356035993,7147.969356035993,0.0,0.0,0.0,0.0,0.0,,7140.644055287131,7140.644055287131,0.0,0.0,0.0,0.0,0.0,,11.673604563894676,11.673604563894676,0.0,0.0
balanced_medium,adaptive,2,43,42,209.14334248736486,140.825319354572,-68.31802313279286,119.14334248736486,50.825319354572,-68.31802313279286,3,4,1,37368.17310170144,38466.68092858087,1098.5078268794314,2.93968833822763,75.68855173024923,77.91355925883676,2.2250075285875255,2.9396883382276324,6.487530052378722,6.6782432167675125,0.19071316438879027,2.9396883382276315,19.063842808171334,19.063842808171334,0.0,0.0,7217.774495656324,7228.932364910333,11.157869254008801,0.15458877609329078,493.70971233377554,493.70971233377554,0.0,0.0,0.0,0.0,0.0,,481.18496637708824,481.9288243273555,0.7438579502672837,0.15458877609329708,0.0,0.0,0.0,,11.675255939246808,15.129692053741001,3.454436114494193,29.587669276542172,418942.84229544114,418724.59503239114,-218.24726304999785,-0.05209475876331801,77.07494884641467,77.03479683774619,-0.04015200866848545,-0.05209475876331148,6.324620203735525,6.321325408097692,-0.003294795637832415,-0.05209475876332309,19.69432448072834,19.69432448072834,0.0,0.0,7121.577980496697,7120.6077309963475,-0.9702495003493823,-0.013624080267133604,5435.5254017781845,5435.5254017781845,0.0,0.0,0.0,0.0,0.0,,5459.876451714134,5459.132593763867,-0.7438579502677385,-0.013624080267131381,0.0,0.0,0.0,,6.709527051559615,6.709527051559615,0.0,0.0,546421.5111909786,547301.771754808,880.2605638294481,0.16109551798406233,76.52959575153665,76.6528815002237,0.12328574868705289,0.16109551798407012,6.324323046191882,6.33451124716213,0.010188200970247863,0.16109551798405633,19.69432448072834,19.69432448072834,0.0,0.0,7138.260570866075,7138.260570866075,0.0,0.0,7140.002581027705,7140.002581027705,0.0,0.0,0.0,0.0,0.0,,7138.260570866075,7138.260570866075,0.0,0.0,0.0,0.0,0.0,,6.709527051559615,6.709527051559615,0.0,0.0
balanced_medium,adaptive,3,45,42,302.0,140.47830151836342,-161.52169848163658,212.0,50.47830151836342,-161.52169848163658,4,4,0,53989.13041884873,54312.1489177426,323.01849889387086,0.5983028368634336,77.32372289861235,77.78635292628316,0.4626300276708122,0.598302836863426,6.24874194662601,6.286128346960949,0.03738640033493823,0.598302836863425,18.083620473897415,22.334737402140124,4.251116928242709,23.508107430030027,7081.106932802941,7125.800666675193,44.69373387225187,0.6311687465869208,698.2220771966687,698.2220771966687,0.0,0.0,0.0,0.0,0.0,,708.1106932802941,712.5800666675193,4.469373387225232,0.6311687465869272,0.0,0.0,0.0,,10.630551394799898,9.014524610637977,-1.616026784161921,-15.2017211915501,410526.1483697399,410561.0943269943,34.94595725444378,0.00851248023864481,77.30662651678848,77.31320722809389,0.006580711305403497,0.008512480238643424,6.4792637053304905,6.479815251373016,0.000551546042525608,0.008512480238639632,19.57323862701657,19.57323862701657,0.0,0.0,7243.226481319378,7237.1318812458885,-6.094600073489346,-0.0841420614032656,5310.361696879723,5310.361696879723,0.0,0.0,0.0,0.0,0.0,,5311.69941963421,5307.230046246985,-4.46937338722546,-0.08414206140326447,0.0,0.0,0.0,,7.913303986001697,7.913303986001697,0.0,0.0,553740.507987884,554098.4724440323,357.9644561483292,0.06464480221052593,76.9051180846078,76.95483324608338,0.04971516147557509,0.06464480221053759,6.409033657267176,6.413176764398522,0.0041431071313464685,0.06464480221052696,19.57323862701657,22.334737402140124,2.761498775123556,14.108542933267628,7195.377281517949,7195.377281517949,0.0,0.0,7200.3076229423605,7200.3076229423605,0.0,0.0,0.0,0.0,0.0,,7195.377281517949,7195.377281517949,0.0,0.0,0.0,0.0,0.0,,7.913303986001697,7.913303986001697,0.0,0.0
balanced_medium,adaptive,4,44,42,247.87625853388727,142.0,-105.87625853388727,157.87625853388727,52.0,-105.87625853388727,4,3,-1,48877.103041267,50296.48801045983,1419.3849691928262,2.9039875133238517,77.99581466323714,80.26080338197276,2.264988718735623,2.903987513323855,6.788486533509306,6.985623334786087,0.19713680127678135,2.9039875133238504,18.95396061677301,21.69096466997432,2.7370040532013107,14.440275088359325,7577.677388887695,7557.385812848003,-20.29157603969179,-0.2677809439268083,626.6631517640258,626.6631517640258,0.0,0.0,0.0,0.0,0.0,,631.4731157406412,629.7821510706669,-1.690964669974278,-0.2677809439268023,0.0,0.0,0.0,,7.995809383856026,7.995809383856026,0.0,0.0,420045.8445194366,420096.57345953584,50.72894009924494,0.012077000822917933,77.09348290223566,77.10279348280018,0.009310580564516613,0.012077000822914711,6.482188958633281,6.482971812647158,0.0007828540138765661,0.012077000822907587,19.617426400623483,19.617426400623483,0.0,0.0,7290.345507154757,7292.600126714722,2.254619559965249,0.03092610024795892,5448.525980491868,5448.525980491868,0.0,0.0,0.0,0.0,0.0,,5467.759130366067,5469.450095036042,1.6909646699741643,0.03092610024796308,0.0,0.0,0.0,,8.398807392238476,8.398807392238476,0.0,0.0,559850.4269709832,561320.5408802752,1470.1139092920348,0.26259047746840963,76.90711338274073,77.10906413897963,0.2019507562389009,0.26259047746839775,6.479750312164157,6.49676551944763,0.017015207283472833,0.26259047746841285,19.617426400623483,21.69096466997432,2.0735382693508377,10.569879182954072,7271.577793826186,7271.577793826186,0.0,0.0,7279.566250065799,7279.566250065799,0.0,0.0,0.0,0.0,0.0,,7271.577793826186,7271.577793826186,0.0,0.0,0.0,0.0,0.0,,8.398807392238476,8.398807392238476,0.0,0.0
